Device,ReviewText,SubmissionTime,Title,UserNickname
Samsung Galaxy s1758,Water proof is very good. Gave it to my son and he loves it!!!,8/4/2016,Excellent phone,James2006
Samsung Galaxy s1759,"I've had an S, S2, S4, S5, and now the S7. The refinements on the new phone make it the easiest to operate of all the ones before. I really like the new Android Marshmallow OS and the individual application permissions.",8/4/2016,Awesome features on the S7,stonefarg
Samsung Galaxy s1760,Absolutely flawless!! Easy to use!!,8/4/2016,A great upgrade!!,Anthonym78
Samsung Galaxy s1761,"Always like my Note3, but decided to downsize a bit without losing the Samsung Android features.",8/4/2016,Easy Transition,Rock630
Samsung Galaxy s1762,Ive only had the s7 for a week but I sure do like it,8/4/2016,easy to use went from a windows to s7 good choice,jihea
Samsung Galaxy s1763,This phone is awesome. There's a learning curve when switching from an iPhone. But I love it!!,8/4/2016,Loving it,Klevitt72
Samsung Galaxy s1764,Love my phone easy to use and would recommend it,8/4/2016,Love the S7,BrooklynMcCollum
Samsung Galaxy s1765,Have had the phone for one week. Love it so far.,8/4/2016,Samsung s7,Atsilver57
Samsung Galaxy s1766,Only had it a week but so far does everything advertised,8/4/2016,So far so good,madmerc59
Samsung Galaxy s1767,Takes great pictures.  Love the easiness of this phone,8/4/2016,Love my Galaxy 7,Bmaff
Samsung Galaxy s1768,Love it! It's fast and easy to use,8/4/2016,Love everything about the phone,Ckuna
Samsung Galaxy s1769,I purchased the galaxy S7 phone 10 days ago and have found it fairly easy to figure out.  I am impressed by how much faster response time I have compared to the last two models of Droid that I owned previously. jrj,8/4/2016,better than droid,scoopjames1
Samsung Galaxy s1770,Love it so far still learning new things,8/4/2016,Love,Ven75
Samsung Galaxy s1771,"I like my S7, it is almost the same as the S6. Just have a problem with the texts. It sometimes tells me I have one but there's nothing there.",8/4/2016,Great Phone,CaroleM
Samsung Galaxy s1772,Nothing but good experience and quality product with Verizon.,8/4/2016,Everything was ready to go...love it!,Cubbybray
Samsung Galaxy s1773,"I put off getting a new phone for years, am I sorry I waited.  The S7 is so much more that I could have hoped for.",8/4/2016,Outstanding performance! Way faster than I imagined and feature rich on top of it!,DuncanM
Samsung Galaxy s1774,Purchased to replace my old S3,8/4/2016,Works similar to my old S3,ShelbyJ
Samsung Galaxy s1775,"Can't believe I didn't buy this phone sooner!!
Apple is overrated!! I will never buy another Apple product again",8/4/2016,"Goodbye iPhone, HELLOOOOO GALAXY",Dyan
Samsung Galaxy s1776,Slim case is easy to slip into my purse. Nice size is comfortable to hold. And I like the pretty gold case.,8/4/2016,Easy to use!,Prplart
Samsung Galaxy s1777,I bought this phone 2 weeks ago and I will say that this device is great.,8/4/2016,Great Phone!,Phai
Samsung Galaxy s1778,"I just bought this phone. Very durable and I love everything you can do with this phone. Big enough to enjoy the screen, but not too big or thick to fit in your pocket.",8/4/2016,Great Phone!,Realtor2015
Samsung Galaxy s1779,"Beyond happy with it,I needed a phone that was water resistant because I'm always fishing and I can take photos of my catch easier.",8/4/2016,Fabulous,prescott22
Samsung Galaxy s1780,best phone I ever had,8/4/2016,love my galaxy 7,Rainbow dona
Samsung Galaxy s1781,"Easy to use, fits my hand well, great audio, outstanding photos and a good price.",8/4/2016,Wondering why I didn't get it sooner!,Give me a break
Samsung Galaxy s1782,"Awesome, user-friendly, great apps!",8/2/2016,So MUCH BETTER than my HTC One 9!!,want a review or not
Samsung Galaxy s1783,"I just got the samsung galaxy s7 2 days ago. Total amazing phone, features are awesome.  Battery life way better than I expected.",8/2/2016,"great features, awesome phone  and awesome service by Tracy.",bird legs
Samsung Galaxy s1784,I bought this two weeks ago and I enjoy it...alot more space on it...very easy to use,8/2/2016,Galaxy s7,Greyson
Samsung Galaxy s1785,"Bought this phone for my boyfriend and couldn't have selected a better phone. Video calling is great quality, the phone is so easy to use, and overall perfect size.",8/2/2016,Galaxy s7 ..... AMAZING!!!,JtorresSTA
Samsung Galaxy s1786,"I bought it last week and love it love it. Better than any android I've ever owned and better than any iPhone I've ever owned. It is truly the most refined Android phone, period.",8/2/2016,"The best android phone, period.",Blahblah47
Samsung Galaxy s1787,"Not too different from the s5. I like that it is a bit sleeker, settings page changed a little. Overall, really happy.",8/2/2016,Love it,Chelle22189
Samsung Galaxy s1788,Great upgrade..loving the features!,8/2/2016,Great phone!! Great features!!,2000Ry
Samsung Galaxy s1789,Just bought it love it,8/2/2016,Easy transition,Gogoshum
Samsung Galaxy s1790,Only a week old and it is what I wanted. I sometimes have to remind myself that this is not my S5. Easy transition with the Samsung mover app.,8/2/2016,Great transition,fillmorepapa
Samsung Galaxy s1791,"I bought this to replace a Samsung Galaxy S4. Before I made my decision I did a lot of comparisons. I knew what I didn't want. 
So far I love the ease of using the New Samsung Galaxy S7.",8/2/2016,Easy to transition to,Tea16
Samsung Galaxy s1792,"I purchased this phone from Costco, last week!  I've really enjoyed it!  Very Fast and reliable!",8/2/2016,Was a very easy transition from the Samsung S5,ocnlvr55
Samsung Galaxy s1793,I've only had it a week so I'm still trying to get familiar with the features but very easy to use!,8/2/2016,Love new features!,gtcar
Samsung Galaxy s1794,I bought this a week ago and I like it,8/2/2016,S7,Flknight
Samsung Galaxy s1795,Had this phone for two wks and if you get this get the gear vr too amazing excellent battery and call clarity,8/2/2016,Best phone I've had ever,Lake32
Samsung Galaxy s1796,"I've had this phone for a week now, and am enjoying it. although without a case it is a little hard to hold onto without tapping the sides of the screen, and it is slimmer and rounder than my s5. no worries since i'll be buying a case for it. love the double tap on the home button to quick open the camera, love the removable hidden storage. Samsung included everything you needed to transfer everything from your old phone to this one, and included the tool to open the hidden sd slot. the camera has a pro mode and allows you to shoot in RAW which is wonderful for when I forget my camera at home.",8/2/2016,great phone. just a little slippery without a case!,evoashh
Samsung Galaxy s1797,"Previously owned an iphone4, was nervous getting such an upgrade.  I'm glad I did. The images are crisp, great camera, and the battery seems to be lasting longer.  I own a Samsung tablet so switching to the android wasn't too hard, understanding the phone settings were different..very different than the iphone4. Nice though, and much faster.",8/2/2016,Nice transition from my iPhone 4,Tam92868
Samsung Galaxy s1798,Easy transition from my S6.,8/2/2016,S7 review,Tom1003
Samsung Galaxy s1799,"I've had this phone only a week and absolutely love it! Great features like auto connection via Bluetooth so it knows when you're driving and sends an automatic reply message to those texting you that you're driving and will contact them later. Clarity of screen and sounds is amazing. Lightweight and slim design is great too. Battery life has about 50% leftafter a normal day's use accessing social media, Pandora, news sites, etc.",8/2/2016,Love this phone!!!,SusaninUT
Samsung Galaxy s1800,Loving the updated look and new apps,8/1/2016,Easy transition from old Galaxy version S5,CarynB
Samsung Galaxy s1801,Bought phone a week ago and am very happy with it,8/1/2016,Great features.  Like wireless charge.,Lindahewitt
Samsung Galaxy s1802,Love this phone. Have only had it a week but the best phone I've ever had,7/31/2016,My Favorite Phone,Cynful
Samsung Galaxy s1803,The phone is a big improvement from the S5.  The Android settings are a challenge to get all working the way I would like.  I think some of the explanations of the settings could be written in better language so all could understand them.  A terms dictionary might help.  When I was was working my company gave us a course in writing so all audiences could understand what you were writing in plain language.  That is what is needed here.,8/1/2016,Still getting the settings the way I like them.,Yussel
Samsung Galaxy s1804,I've had my phone for a Lil while and I love it. I would recommend this phone to anyone. Excellent phone well worth the money.,8/1/2016,Great phone,SweetShorty 72
Samsung Galaxy s1805,"I bought this about  a week ago, and i love it!!!",8/1/2016,"Very fast scrolling,nice big screen, lots of  features",Trayam007
Samsung Galaxy s1806,Beautifully crafted with live. I couldn't ask for a better phone. Samsung is approaching technological perfection with the galaxy s7,8/1/2016,Excellent phone,Mistarmeseeks
Samsung Galaxy s1807,I bought my phone a couple weeks ago and I love it so far. The service I received was extremely helpful and personal. JT in Brighton answered all my questions and did an excellent job!,8/1/2016,Excellent phone and service!,aponke
Samsung Galaxy s1808,Love the new features !,7/30/2016,New Cell Phone,Barracuda Cuda
Samsung Galaxy s1809,Just got it 3 days ago love it,8/1/2016,Love the phone,annetteAllen
Samsung Galaxy s1810,"Recently purchased, still getting used to it.",7/30/2016,Very nice,Shootingstar124
Samsung Galaxy s1811,"very easy to use,has more features than i will ever need",7/29/2016,my new s7,tyrestud
Samsung Galaxy s1812,I bought this phone a week ago and love all the new features.  It was very easy to setup and I like discovering all the new things that it can do!,7/29/2016,Easy to Use,Monnie27
Samsung Galaxy s1813,"BIG fan of this phone, it's still easy to use with great improvements.",7/29/2016,Great phone -- excellent upgrade,DDCM
Samsung Galaxy s1814,"I love the color, functions and customization options. Been on the fence on getting an iPhone but I'm glad I didn't follow the crowd.",7/29/2016,100% Satisfied,daydizzle
Samsung Galaxy s1815,I just got this a short time ago and I am still learning the features.  I think there are a lot of well-thought-out upgrades.  I love the low-light camera!,7/29/2016,Love the camera!,AustinSarah
Samsung Galaxy s1816,"Love it:)
Very easy to use",7/29/2016,New s7,Linz1
Samsung Galaxy s1817,Was deciding whether or  not to get an iPhone which I did not want at all so glad I stayed with Samsung! S7 performs plenty of other useful functions besides having an amazing camera,7/29/2016,Amazing camera and functionality,Ebizgirl
Samsung Galaxy s1818,Good with Everest aplications and pictures,7/29/2016,Reynaldo Aquino,Jackelin Hibbert
Samsung Galaxy s1819,Bought this phone a week ago and am really happy so far.,7/29/2016,Samsung Galaxy 7S,Tregalley
Samsung Galaxy s1820,Great phone love it.  Amazed at all it c a new do,7/29/2016,I have wanted one for a long time.  So far I am loving it,Minnie me
Samsung Galaxy s1821,I had the S5 prior to this. I like the upgrades.,7/29/2016,Like the upgrades,Tyityi1
Samsung Galaxy s1822,This has everything i could possibly want in a smart phone .. and then some .. every feature it has is just more than need be and is perfect.,7/29/2016,Overkill,Emtai
Samsung Galaxy s1823,"Both great phones. Turbo 2 is good for durability, but lacks user friendly features like the S7.",7/29/2016,Turbo 2 and Galaxy 7,Wrygar
Samsung Galaxy s1824,I've been using this phone and the camera throughout my vacation in the Caribbean and neither has let me down. Beautiful pictures and videos. This phone new features are awesome,7/29/2016,"It is even better than the S6, if that's possible.",Roberttick
